"productkey","productcode","productname","manufacturer","brand","color","weightunit","weight","cost","price","categorykey","categoryname","subcategorykey","subcategoryname"
1536,504067,"The Phone Company PDA GPS Phone 3.7 inch M930 Black","The Phone Company","The Phone Company","Black","ounces","4.8","137.04","298",5,"Cell phones",504,"Smart phones & PDAs "
1537,504068,"The Phone Company PDA GPS Phone 4.7 inch L950 Black","The Phone Company","The Phone Company","Black","ounces","12","121.93","368",5,"Cell phones",504,"Smart phones & PDAs "
1538,504069,"The Phone Company PDA Wifi 3.5-inch M200 Silver","The Phone Company","The Phone Company","Silver","ounces","4.8","128.76","280",5,"Cell phones",504,"Smart phones & PDAs "
1539,504070,"The Phone Company PDA Wifi 3.7-inch M250 Silver","The Phone Company","The Phone Company","Silver","ounces","1","142.56","310",5,"Cell phones",504,"Smart phones & PDAs "
1540,504071,"The Phone Company PDA Wifi 4.7-inch L290 Silver","The Phone Company","The Phone Company","Silver","ounces","8","125.9","380",5,"Cell phones",504,"Smart phones & PDAs "
1541,504072,"The Phone Company PDA Phone 3.5 inches M320 Silver","The Phone Company","The Phone Company","Silver","ounces","1","137.5","299",5,"Cell phones",504,"Smart phones & PDAs "
1542,504073,"The Phone Company PDA Phone 3.7 inches M340 Silver","The Phone Company","The Phone Company","Silver","ounces","1.2","151.76","330",5,"Cell phones",504,"Smart phones & PDAs "
1543,504074,"The Phone Company PDA Phone 4.7 inches L360 Silver","The Phone Company","The Phone Company","Silver","ounces","3","133.19","402",5,"Cell phones",504,"Smart phones & PDAs "
1544,504075,"The Phone Company PDA Phone Unlocked 3.7 inches M510 Silver","The Phone Company","The Phone Company","Silver","ounces","3","109.45","238",5,"Cell phones",504,"Smart phones & PDAs "
1545,504076,"The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver","The Phone Company","The Phone Company","Silver","ounces","2.6","123.24","268",5,"Cell phones",504,"Smart phones & PDAs "
1546,504077,"The Phone Company PDA Phone Unlocked 4.7 inches L550 Silver","The Phone Company","The Phone Company","Silver","ounces","3.9","100.06","302",5,"Cell phones",504,"Smart phones & PDAs "
1547,504078,"The Phone Company PDA Handheld 3.5 inch M610 Silver","The Phone Company","The Phone Company","Silver","ounces","6","117.27","255",5,"Cell phones",504,"Smart phones & PDAs "
1548,504079,"The Phone Company PDA Handheld 3.7 inch M630 Silver","The Phone Company","The Phone Company","Silver","ounces","4.7","122.32","266",5,"Cell phones",504,"Smart phones & PDAs "
1549,504080,"The Phone Company PDA Handheld 4.7 inch L650 Silver","The Phone Company","The Phone Company","Silver","ounces","4.7","128.88","389",5,"Cell phones",504,"Smart phones & PDAs "
1550,504081,"The Phone Company PDA Palm 3.5 inch M810 Silver","The Phone Company","The Phone Company","Silver","ounces","4.8","128.76","280",5,"Cell phones",504,"Smart phones & PDAs "
1551,504082,"The Phone Company PDA Palm 3.7 inch M830 Silver","The Phone Company","The Phone Company","Silver","ounces","3.1","137.5","299",5,"Cell phones",504,"Smart phones & PDAs "
1552,504083,"The Phone Company PDA Palm 4.7 inch L850 Silver","The Phone Company","The Phone Company","Silver","ounces","3.7","131.87","398",5,"Cell phones",504,"Smart phones & PDAs "
1553,504084,"The Phone Company PDA GPS Phone 3.5 inch M910 Silver","The Phone Company","The Phone Company","Silver","ounces","5.3","123.24","268",5,"Cell phones",504,"Smart phones & PDAs "
1554,504085,"The Phone Company PDA GPS Phone 3.7 inch M930 Silver","The Phone Company","The Phone Company","Silver","ounces","4.3","137.04","298",5,"Cell phones",504,"Smart phones & PDAs "
1555,504086,"The Phone Company PDA GPS Phone 4.7 inch L950 Silver","The Phone Company","The Phone Company","Silver","ounces","4.3","121.93","368",5,"Cell phones",504,"Smart phones & PDAs "
1556,504087,"The Phone Company PDA Wifi 3.5-inch M200 White","The Phone Company","The Phone Company","White","ounces","3.7","128.76","280",5,"Cell phones",504,"Smart phones & PDAs "
1557,504088,"The Phone Company PDA Wifi 3.7-inch M250 White","The Phone Company","The Phone Company","White","ounces","3.7","142.56","310",5,"Cell phones",504,"Smart phones & PDAs "
1558,504089,"The Phone Company PDA Wifi 4.7-inch L290 White","The Phone Company","The Phone Company","White","ounces","3.3","125.9","380",5,"Cell phones",504,"Smart phones & PDAs "
1559,504090,"The Phone Company PDA Phone 3.5 inches M320 White","The Phone Company","The Phone Company","White","ounces","3.7","137.5","299",5,"Cell phones",504,"Smart phones & PDAs "
1560,504091,"The Phone Company PDA Phone 3.7 inches M340 White","The Phone Company","The Phone Company","White","ounces","3.7","151.76","330",5,"Cell phones",504,"Smart phones & PDAs "
1561,504092,"The Phone Company PDA Phone 4.7 inches L360 White","The Phone Company","The Phone Company","White","ounces","3.3","133.19","402",5,"Cell phones",504,"Smart phones & PDAs "
1562,504093,"The Phone Company PDA Phone Unlocked 3.7 inches M510 White","The Phone Company","The Phone Company","White","ounces","3.7","109.45","238",5,"Cell phones",504,"Smart phones & PDAs "
1563,504094,"The Phone Company PDA Phone Unlocked 3.5 inches M530 White","The Phone Company","The Phone Company","White","ounces","3.3","123.24","268",5,"Cell phones",504,"Smart phones & PDAs "
1564,504095,"The Phone Company PDA Phone Unlocked 4.7 inches L550 White","The Phone Company","The Phone Company","White","ounces","5.3","100.06","302",5,"Cell phones",504,"Smart phones & PDAs "
1565,504096,"The Phone Company PDA Handheld 3.5 inch M610 White","The Phone Company","The Phone Company","White","ounces","5.6","117.27","255",5,"Cell phones",504,"Smart phones & PDAs "
1566,504097,"The Phone Company PDA Handheld 3.7 inch M630 White","The Phone Company","The Phone Company","White","ounces","4","122.32","266",5,"Cell phones",504,"Smart phones & PDAs "
1567,504098,"The Phone Company PDA Handheld 4.7 inch L650 White","The Phone Company","The Phone Company","White","ounces","6.9","128.88","389",5,"Cell phones",504,"Smart phones & PDAs "
1568,504099,"The Phone Company PDA Palm 3.5 inch M810 White","The Phone Company","The Phone Company","White","ounces","3.7","128.76","280",5,"Cell phones",504,"Smart phones & PDAs "
1569,504100,"The Phone Company PDA Palm 3.7 inch M830 White","The Phone Company","The Phone Company","White","ounces","5.3","137.5","299",5,"Cell phones",504,"Smart phones & PDAs "
1570,504101,"The Phone Company PDA Palm 4.7 inch L850 White","The Phone Company","The Phone Company","White","ounces","4.3","131.87","398",5,"Cell phones",504,"Smart phones & PDAs "
1571,602001,"SV DVD Player M100 Black","Southridge Video","Southridge Video","Black","pounds","4","26.21","56.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1572,602002,"SV DVD Player M110 Silver","Southridge Video","Southridge Video","Silver","pounds","4","26.67","57.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1573,602003,"SV DVD Player M120 White","Southridge Video","Southridge Video","White","pounds","4","27.13","58.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1574,602004,"SV DVD Player M130 Grey","Southridge Video","Southridge Video","Grey","pounds","4","27.59","59.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1575,602005,"SV DVD Player M140 Gold","Southridge Video","Southridge Video","Gold","pounds","4","28.05","60.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1576,602006,"SV DVD Movies E100 Yellow","Southridge Video","Southridge Video","Yellow","pounds","4","6.62","12.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1577,602007,"SV DVD Recorder L200 Black","Southridge Video","Southridge Video","Black","pounds","4","72.56","219",6,"Music, Movies and Audio Books",602,"Movie DVD"
1578,602008,"SV DVD Recorder L210 Silver","Southridge Video","Southridge Video","Silver","pounds","4","72.56","219",6,"Music, Movies and Audio Books",602,"Movie DVD"
1579,602009,"SV DVD Recorder L220 White","Southridge Video","Southridge Video","White","pounds","4","72.56","219",6,"Music, Movies and Audio Books",602,"Movie DVD"
1580,602010,"SV DVD Recorder L230 Grey","Southridge Video","Southridge Video","Grey","pounds","4","72.56","219",6,"Music, Movies and Audio Books",602,"Movie DVD"
1581,602011,"SV DVD Recorder L240 Gold","Southridge Video","Southridge Video","Gold","pounds","4","72.56","219",6,"Music, Movies and Audio Books",602,"Movie DVD"
1582,602012,"SV DVD 48 DVD Storage Binder M50 Black","Southridge Video","Southridge Video","Black","pounds","4","8.27","17.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1583,602013,"SV DVD 58 DVD Storage Binder M55 Black","Southridge Video","Southridge Video","Black","pounds","4","6.39","13.89",6,"Music, Movies and Audio Books",602,"Movie DVD"
1584,602014,"SV DVD 38 DVD Storage Binder E25 Black","Southridge Video","Southridge Video","Black","pounds","4","5.09","9.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1585,602015,"SV DVD 60 DVD Storage Binder L20 Black","Southridge Video","Southridge Video","Black","pounds","4","7.58","22.89",6,"Music, Movies and Audio Books",602,"Movie DVD"
1586,602016,"SV DVD 55DVD Storage Binder M56 Black","Southridge Video","Southridge Video","Black","pounds","4","5.82","12.66",6,"Music, Movies and Audio Books",602,"Movie DVD"
1587,602017,"SV DVD 48 DVD Storage Binder M50 Silver","Southridge Video","Southridge Video","Silver","pounds","4","8.27","17.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1588,602018,"SV DVD 58 DVD Storage Binder M55 Silver","Southridge Video","Southridge Video","Silver","pounds","4","6.39","13.89",6,"Music, Movies and Audio Books",602,"Movie DVD"
1589,602019,"SV DVD 38 DVD Storage Binder E25 Silver","Southridge Video","Southridge Video","Silver","pounds","4","5.09","9.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1590,602020,"SV DVD 60 DVD Storage Binder L20 Silver","Southridge Video","Southridge Video","Silver","pounds","4","7.58","22.89",6,"Music, Movies and Audio Books",602,"Movie DVD"
1591,602021,"SV DVD 55DVD Storage Binder M56 Silver","Southridge Video","Southridge Video","Silver","pounds","4","5.82","12.66",6,"Music, Movies and Audio Books",602,"Movie DVD"
1592,602022,"SV DVD 48 DVD Storage Binder M50 Red","Southridge Video","Southridge Video","Red","pounds","4","8.27","17.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1593,602023,"SV DVD 58 DVD Storage Binder M55 Red","Southridge Video","Southridge Video","Red","pounds","4","6.39","13.89",6,"Music, Movies and Audio Books",602,"Movie DVD"
1594,602024,"SV DVD 38 DVD Storage Binder E25 Red","Southridge Video","Southridge Video","Red","pounds","4","5.09","9.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1595,602025,"SV DVD 60 DVD Storage Binder L20 Red","Southridge Video","Southridge Video","Red","pounds","4","7.58","22.89",6,"Music, Movies and Audio Books",602,"Movie DVD"
1596,602026,"SV DVD 55DVD Storage Binder M56 Red","Southridge Video","Southridge Video","Red","pounds","4","5.82","12.66",6,"Music, Movies and Audio Books",602,"Movie DVD"
1597,602027,"SV DVD External DVD Burner M200 Black","Southridge Video","Southridge Video","Black","pounds","4","26.62","57.88",6,"Music, Movies and Audio Books",602,"Movie DVD"
1598,602028,"SV DVD External DVD Burner M200 Grey","Southridge Video","Southridge Video","Grey","pounds","4","26.62","57.88",6,"Music, Movies and Audio Books",602,"Movie DVD"
1599,602029,"SV DVD External DVD Burner M200 Blue","Southridge Video","Southridge Video","Blue","pounds","4","26.62","57.88",6,"Music, Movies and Audio Books",602,"Movie DVD"
1600,602030,"SV DVD External DVD Burner M200 Silver","Southridge Video","Southridge Video","Silver","pounds","1.9","26.62","57.88",6,"Music, Movies and Audio Books",602,"Movie DVD"
1601,602031,"SV DVD 9-Inch Player Portable M300 Black","Southridge Video","Southridge Video","Black","pounds","1.2","73.57","159.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1602,602032,"SV DVD 12-Inch Player Portable M400 Black","Southridge Video","Southridge Video","Black","pounds","1.6","82.77","179.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1603,602033,"SV DVD 7-Inch Player Portable E200 Black","Southridge Video","Southridge Video","Black","pounds","1","56.08","109.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1604,602034,"SV DVD 14-Inch Player Portable L100 Black","Southridge Video","Southridge Video","Black","pounds","2","86.14","259.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1605,602035,"SV DVD 15-Inch Player Portable L200 Black","Southridge Video","Southridge Video","Black","pounds","3","96.08","289.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1606,602036,"SV DVD 9-Inch Player Portable M300 Silver","Southridge Video","Southridge Video","Silver","pounds","4","73.57","159.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1607,602037,"SV DVD 12-Inch Player Portable M400 Silver","Southridge Video","Southridge Video","Silver","pounds","5","82.77","179.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1608,602038,"SV DVD 7-Inch Player Portable E200 Silver","Southridge Video","Southridge Video","Silver","pounds","6","56.08","109.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1609,602039,"SV DVD 14-Inch Player Portable L100 Silver","Southridge Video","Southridge Video","Silver","pounds","7","86.14","259.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1610,602040,"SV DVD 15-Inch Player Portable L200 Silver","Southridge Video","Southridge Video","Silver","pounds","8","96.08","289.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1611,602041,"SV DVD 9-Inch Player Portable M300 White","Southridge Video","Southridge Video","White","pounds","9","73.57","159.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1612,602042,"SV DVD 12-Inch Player Portable M400 White","Southridge Video","Southridge Video","White","pounds","10","82.77","179.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1613,602043,"SV DVD 7-Inch Player Portable E200 White","Southridge Video","Southridge Video","White","pounds","11","56.08","109.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1614,602044,"SV DVD 14-Inch Player Portable L100 White","Southridge Video","Southridge Video","White","pounds","12","86.14","259.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1615,602045,"SV DVD 15-Inch Player Portable L200 White","Southridge Video","Southridge Video","White","pounds","13","96.08","289.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1616,602046,"Contoso DVD Player M100 Black","Contoso, Ltd","Contoso","Black","pounds","14","26.21","56.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1617,602047,"Contoso DVD Player M110 Silver","Contoso, Ltd","Contoso","Silver","pounds","15","26.67","57.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1618,602048,"Contoso DVD Player M120 White","Contoso, Ltd","Contoso","White","pounds","16","27.13","58.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1619,602049,"Contoso DVD Player M130 Grey","Contoso, Ltd","Contoso","Grey","pounds","17","27.59","59.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1620,602050,"Contoso DVD Player M140 Gold","Contoso, Ltd","Contoso","Gold","pounds","18","28.05","60.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1621,602051,"Contoso DVD Movies E100 Yellow","Contoso, Ltd","Contoso","Yellow","pounds","19","6.62","12.99",6,"Music, Movies and Audio Books",602,"Movie DVD"
1622,602052,"Contoso DVD Recorder L200 Black","Contoso, Ltd","Contoso","Black","pounds","20","72.56","219",6,"Music, Movies and Audio Books",602,"Movie DVD"
1623,602053,"Contoso DVD Recorder L210 Silver","Contoso, Ltd","Contoso","Silver","pounds","21","72.56","219",6,"Music, Movies and Audio Books",602,"Movie DVD"
1624,602054,"Contoso DVD Recorder L220 White","Contoso, Ltd","Contoso","White","pounds","22","72.56","219",6,"Music, Movies and Audio Books",602,"Movie DVD"
1625,602055,"Contoso DVD Recorder L230 Grey","Contoso, Ltd","Contoso","Grey","pounds","23","72.56","219",6,"Music, Movies and Audio Books",602,"Movie DVD"
